Autor;Erscheinungsjahr;Titel;ISBN;Aktueller Preis
"Jan Trojan, Milan Vach";1983; """ Das Waldhorn in der Geschichte und Gegenwart der tschechischen Musik""";Unbekannt;Unbekannt
"Kongreß Junge Wissenschaft und Wirtschaft";1983; """ Kongress Junge Wissenschaft und Wirtschaft: Mehr Markt oder mehr Dirigismus ; ökonomisches Denken im Umgang mit knappen Gütern""";Unbekannt;Unbekannt
"Unbekannt";1983; """ Uranium: The element. sect. 1. Uranium deposits""";Unbekannt;Unbekannt
"Tomas Gal";1983; """ Analysis""";3540125663;Unbekannt
"Jørgen Forchhammer, Viggo Forchhammer";1983; """ Theorie und Technik des Singens und Sprechens in gemeinverständlicher Darstellung""";Unbekannt;Unbekannt
"Unbekannt";1983; """ Studies in Mediterranean Archaeology""";Unbekannt;Unbekannt
"Unbekannt";1983; """ Leopoldina""";Unbekannt;Unbekannt
"Unbekannt";1983; """ Contributions to general algebra""";Unbekannt;Unbekannt
"G. Eigenthaler";1983; """ Contributions to General Algebra 2""";Unbekannt;Unbekannt
"Albert Neuburger";1983; """ Die Technik des Altertums""";Unbekannt;Unbekannt
"Paul Weingartner, Johannes Czermak";1983; """ Epistemology and philosophy of science""";Unbekannt;Unbekannt
"Unbekannt";1983; """ Who's who at the Frankfurt Book Fair""";Unbekannt;Unbekannt
"Unbekannt";1983; """ Deutsche Bibliographie""";Unbekannt;Unbekannt
"Paul Weingartner, Johannes Czermak";1983; """ Epistemology and philosophy of science""";Unbekannt;Unbekannt
"Alwin Diemer";1983; """ 16th World Congress of Philosophy 1978""";Unbekannt;Unbekannt
"Robert Heine-Geldern";1983; """ Gesammelte Schriften""";Unbekannt;Unbekannt
"Alice Aycock, Württembergischer Kunstverein";1983; """ Alice Aycock, Retrospektive der Projekte und Ideen 1972-1983""";Unbekannt;Unbekannt
"Herbert Kurke";1983; """ Recent Trends in Mathematics, Reinhardsbrunn 1982""";Unbekannt;Unbekannt
"Unbekannt";1983; """ Brecht-Jahrbuch""";Unbekannt;Unbekannt
"Kongreß Junge Wissenschaft und Wirtschaft";1983; """ Kongress Junge Wissenschaft und Wirtschaft: Mehr Markt oder mehr Dirigismus ; ökonomisches Denken im Umgang mit knappen Gütern""";Unbekannt;Unbekannt
"Eberhard Poppe";31.12.1982; """ Sozialistisches Recht und Wissenschaft""";9783112774410;129
"Prof. Dr. phil. Detlef Kamke, Prof. Dr.-Ing. Dr. rer. nat. h.c. Wilhelm Walcher";01.05.1982; """ Physik für Mediziner""";3519030489;Unbekannt
"Manfred Bonitz";14.01.1982; """ Wissenschaftliche Forschung und wissenschaftliche Information""";9783112736296;129
"Ulrich Pothast";1982; """ Die eigentlich metaphysische Tätigkeit""";Unbekannt;Unbekannt
"Staatsbibliothek Preussischer Kulturbesitz. Abteilung Gesamtkataloge und Dokumentation";1982; """ Gesamtverzeichnis der Kongress-Schriften in Bibliotheken der Bundesrepublik Deutschland einschliesslich Berlin (West).""";Unbekannt;Unbekannt
"Unbekannt";1982; """ Kunstausstellung der Deutschen Demokratischen Republik""";Unbekannt;Unbekannt
"Janny Stuurman-Aalbers, Reinold Stuurman";1982; """ Art and Antique Auctions World-wide, 1982/83""";Unbekannt;Unbekannt
"Imre Lakatos";01.01.1982; """ Mathematik, empirische Wissenschaft und Erkenntnistheorie""";3528084308;Unbekannt
"Renate Lachmann";1982; """ Dialogizität""";Unbekannt;Unbekannt
"Ernst H. Gombrich";1982; """ Ornament und Kunst""";360876156X;Unbekannt
"Unbekannt";1982; """ Berliner Informatik-Tage, bit ... Tagungsbericht""";Unbekannt;Unbekannt
"Unbekannt";1982; """ Buch der Zeit""";Unbekannt;Unbekannt
"Wolfram Voigt, Ulrich Sucker";1982; """ Johann Wolfgang von Goethe als Naturwissenschaftler""";Unbekannt;Unbekannt
"Unbekannt";1982; """ Byzantine Studies""";Unbekannt;Unbekannt
"Hans Lenk";1982; """ Zur Sozialphilosophie der Technik""";Unbekannt;Unbekannt
"Unbekannt";1982; """ Kulturelles Erbe, Lebensbilder aus sechs Jahrhunderten""";Unbekannt;Unbekannt
"Unbekannt";1982; """ Stahl und Eisen""";Unbekannt;Unbekannt
"Karl Maria Swoboda";1982; """ Die Kunst des 18. Jahrhunderts""";Unbekannt;Unbekannt
"International Federation for Documentation";1982; """ Classification Systems and Thesauri, 1950-1982""";Unbekannt;Unbekannt
"Thomas Pynchon";1982; """ “Die” Enden der Parabel""";Unbekannt;Unbekannt
"Unbekannt";1982; """ Die Bundesrepublik Deutschland Staatshandbuch""";Unbekannt;Unbekannt
"Otto Kammerlohr";1982; """ Epochen der Kunst""";Unbekannt;Unbekannt
"Bibliothèque centrale (Fonds Quetelet)";1982; """ Aanwinsten van de Centrale Bibliotheek (Queteletfonds)""";Unbekannt;Unbekannt
"Achille Bonito Oliva";1982; """ Im Labyrinth der Kunst""";388396025X;Unbekannt
"Saul Bellow";01.01.1982; """ Der Dezember des Dekans""";3462015176;Unbekannt
"Christian Thiel";1982; """ Erkenntnistheoretische Grundlagen der Mathematik""";Unbekannt;Unbekannt
"Bruno Traven";1982; """ “Das” Totenschiff""";3257210973;Unbekannt
"Maija Lehtonen";1982; """ Annales Academiae Scientiarum Fennicae""";Unbekannt;Unbekannt
"G. M. Dobrov";14.01.1981; """ Wissenschaft""";9783112731291;129
"G. M. Dobrov";14.01.1981; """ Wissenschaft""";9783112731291;129
"Hans Jürg Lüthi";1981; """ Max Frisch""";Unbekannt;Unbekannt
"Joachim Matthes";1981; """ Biographie in handlungswissenschaftlicher Perspektive""";3921453208;Unbekannt
"Joseph Kosuth, Staatsgalerie Stuttgart";1981; """ Bedeutung von Bedeutung""";Unbekannt;Unbekannt
"Werner Becker, Wilhelm Karl Essler";1981; """ Konzepte der Dialektik""";Unbekannt;Unbekannt
"Franz Matsche";1981; """ Die Kunst im Dienst der Staatsidee Kaiser Karls VI.""";Unbekannt;Unbekannt
"Unbekannt";1981; """ Das Hochschulwesen""";Unbekannt;Unbekannt
"Laszlo Glozer, Museen der Stadt Köln";1981; """ Westkunst""";Unbekannt;Unbekannt
"Unbekannt";1981; """ Philologica Pragensia""";Unbekannt;Unbekannt
"Luboš Nový, Irena Stasiewicz-Jasiukowa";1981; """ Problems of Teaching the History of Science""";Unbekannt;Unbekannt
"Unbekannt";1981; """ Internationale Personalbibliographie""";Unbekannt;Unbekannt
"Luboš Nový, Irena Stasiewicz-Jasiukowa";1981; """ Problems of Teaching the History of Science""";Unbekannt;Unbekannt
"Petra Maisak";1981; """ Arkadien""";Unbekannt;Unbekannt
"Eberhard Gockel, Norbert Schulz";1981; """ Das Studium an Fachhochschulen""";Unbekannt;Unbekannt
"Joseph Kosuth, Staatsgalerie Stuttgart";1981; """ Bedeutung von Bedeutung""";Unbekannt;Unbekannt
"Freidhelm Nicolin, Otto Pöggeler, Walter Jaeschke, Ludwig Siep, Michael Quante, Birgit Sandkaulen-Bock";1981; """ Hegel-Studien""";Unbekannt;Unbekannt
"Unbekannt";1981; """ Acta Ad Archaeologiam Et Artium Historiam Pertinentia""";Unbekannt;Unbekannt
"Roman N. Redlich";1981; """ Predatel'""";Unbekannt;Unbekannt
"Unbekannt";1981; """ Literarische Übersetzung""";Unbekannt;Unbekannt
"Hans-Berthold Busse";1981; """ Kunst und Wissenschaft""";Unbekannt;Unbekannt
"Erich Schulze";1981; """ Urheberrecht in der Musik""";3110084066;Unbekannt
"Slovenská akadémia vied. Kabinet orientalistiky, Ústav orientalistiky (Slovenská akadémia vied)";1981; """ Asian and African Studies""";Unbekannt;Unbekannt
"Jost Halfmann";1981; """ Der soziale Strukturwandel von Wissenschaft und Technik""";Unbekannt;Unbekannt
"Bernd-Peter Lange, Viktor Link";1981; """ Literatur, Geschichte, Bewusstsein""";Unbekannt;Unbekannt
"Unbekannt";1981; """ International bibliography of periodical literature covering all fields of knowledge""";Unbekannt;Unbekannt
"Hans-Berthold Busse";1981; """ Kunst und Wissenschaft""";Unbekannt;Unbekannt
"Walter Schmidt";31.12.1980; """ Nation und deutsche Geschichte in der bürgerlichen Ideologie der BRD""";9783112781791;Unbekannt
"Kurt Bayertz";1980; """ Wissenschaft als historischer Prozess""";Unbekannt;Unbekannt
"Heinz Althöfer";1980; """ Moderne Kunst""";Unbekannt;Unbekannt
"Maj Sjöwall, Per Wahlöö";1980; """ Der Mann auf dem Balkon""";Unbekannt;Unbekannt
"Maj Sjöwall, Per Wahlöö";1980; """ Der Mann auf dem Balkon""";Unbekannt;Unbekannt
"Unbekannt";1980; """ Geologica Hungarica""";Unbekannt;Unbekannt
"Erich Zettl";1980; """ Deutschland in Geschichte und Gegenwart""";Unbekannt;Unbekannt
"Fritz Schwarzkopf, Erdmann Vogl";1980; """ Die Crozat-Technik""";3921280362;Unbekannt
"Trümper";01.01.1980; """ Grundkurs Physik Band 2: Mechanik""";3798505667;Unbekannt
"Unbekannt";1980; """ Komparatistische Hefte""";Unbekannt;Unbekannt
"Konrad Heiden";1980; """ Adolf Hitler, eine Biographie""";Unbekannt;Unbekannt
"Waldtraut Lewin";1980; """ Gaius Julius Caesar""";Unbekannt;Unbekannt
"Wolfgang Trautwein";1980; """ Erlesene Angst""";Unbekannt;Unbekannt
"Wilhelm Messerer";1980; """ Festschrift für Wilhelm Messerer zum 60. Geburtstag""";Unbekannt;Unbekannt
"Almeida Faria";1980; """ Fragmente einer Biografie""";Unbekannt;Unbekannt
"Universität Stuttgart. Institut für Leichte Flächentragwerke";1980; """ Information of the Institute for Lightweight Structures""";Unbekannt;Unbekannt
"Gunter Brettschneider, Christian Lehmann";1980; """ Wege zur Universalienforschung""";Unbekannt;Unbekannt
"Burchard Brentjes, Siegfried Richter, Rolf Sonnemann";1980; """ Geschichte der Technik""";Unbekannt;Unbekannt
"L. Giuliani";1980; """ Bilder vom Menschen in der Kunst des Abendlandes""";Unbekannt;Unbekannt
"Alois G. Englander";1980; """ Weltkongress Alternativen und Umwelt, Wien""";Unbekannt;Unbekannt
"Hermann Plagemann, Rainer Tietzsch";1980; """ Stand der Wissenschaft und Stand der Technik als unbestimmte Rechtsbegriffe""";Unbekannt;Unbekannt
"International Comparative Literature Association. Congress";1980; """ Communication Littéraire Et Réception""";Unbekannt;Unbekannt
"H. Laitko";31.12.1979; """ Wissenschaft als allgemeine Arbeit""";3112530756;Unbekannt
"C.-D. Schönwiese";01.11.1979; """ Klimaschwankungen""";3540096353;Unbekannt
"C.-D. Schönwiese";01.11.1979; """ Klimaschwankungen""";3540096353;Unbekannt
"Jacques Delarue";1979; """ Geschichte der Gestapo""";Unbekannt;Unbekannt
"Jan Papiór";1979; """ Die Ironie in der deutschsprachigen Literatur des 20. Jahrhunderts""";Unbekannt;Unbekannt
"Ingeborg Becker, Jung Heinz";1979; """ Musik macht Spaß""";3454290309;Unbekannt
"Wilhelm Treue, Karl-Heinz Manegold";1979; """ Quellen zur Geschichte der industriellen Revolution""";Unbekannt;Unbekannt
"Deutsche Gesellschaft für Medizinische Dokumentation, Informatik und Statistik, Gesellschaft für Informatik";1979; """ ZERTIFIKAT MEDIZINISCHER INFORMATIKER""";379450710X;Unbekannt
"Heinrich Wölfflin";1979; """ Kunstgeschichtliche Grundbegriffe""";Unbekannt;Unbekannt
"Gerhard Peter Knapp";1979; """ Studien zum Werk Max Frischs""";Unbekannt;Unbekannt
"Deutsche Gesellschaft für Natur- und Völkerkunde Ostasiens";1979; """ Mitteilungen der Deutschen Gesellschaft für Natur- und Völkerkunde Ostasiens""";Unbekannt;Unbekannt
"Klaus Schuhmacher";1979; """ Weil es geschehen ist""";Unbekannt;Unbekannt
"Friedrich von Schlegel";1979; """ Kritische Friedrich-Schlegel-Ausgabe: Philosophische Lehrjahre I-II""";Unbekannt;Unbekannt
"Erich Benedikt";1979; """ Österreichisches Wörterbuch""";Unbekannt;Unbekannt
"Charles Ferdinand Ramuz";1979; """ “L'”histoire du soldat""";Unbekannt;Unbekannt
"Zentralinstitut für Physik der Erde (Akademie der Wissenschaften der DDR)";1979; """ Veröffentlichungen des Zentralinstituts für Physik der Erde""";Unbekannt;Unbekannt
"Zentralinstitut für Physik der Erde (Akademie der Wissenschaften der DDR)";1979; """ Veröffentlichungen des Zentralinstituts für Physik der Erde""";Unbekannt;Unbekannt
"Robert Lee Curtis";1979; """ Ludwig Bischoff""";Unbekannt;Unbekannt
"Deutsche Forschungsgemeinschaft";1979; """ Programme und Projekte""";Unbekannt;Unbekannt
"Mogens Trolle Larsen";1979; """ Power and Propaganda""";Unbekannt;Unbekannt
"Jacques Delarue";1979; """ Geschichte der Gestapo""";Unbekannt;Unbekannt
"Jan Bärmark";1979; """ Perspectives in Metascience""";Unbekannt;Unbekannt
"Unbekannt";1979; """ Proceedings - Pacific Northwest Council on Foreign Languages""";Unbekannt;Unbekannt
"Unbekannt";1979; """ History and Philosophy of the Life Sciences""";Unbekannt;Unbekannt
"Erich Benedikt";1979; """ Österreichisches Wörterbuch""";Unbekannt;Unbekannt
"Peter Geils, Willi Gorzny";1979; """ Gesamtverzeichnis des deutschsprachigen Schrifttums (GV)""";Unbekannt;Unbekannt
"Hildegard Temporini, Wolfgang Haase";1979; """ Aufstieg und Niedergang der römischen Welt: Principat. v""";Unbekannt;Unbekannt
"Unbekannt";1979; """ Gitarre + Laute""";Unbekannt;Unbekannt
"Erich Benedikt";1979; """ Österreichisches Wörterbuch""";Unbekannt;Unbekannt
"Unbekannt";1979; """ Historia""";Unbekannt;Unbekannt
"Erich Benedikt";1979; """ Österreichisches Wörterbuch""";Unbekannt;Unbekannt
"Erich Benedikt";1979; """ Österreichisches Wörterbuch""";Unbekannt;Unbekannt
"Otto Zeller";1979; """ IBZ (kombinierte Folge)""";Unbekannt;Unbekannt
"Unbekannt";1979; """ Feedback Papers""";Unbekannt;Unbekannt
"Rudolf Arnheim";1979; """ Film als Kunst""";Unbekannt;Unbekannt
"Otto Zeller";1979; """ IBZ (kombinierte Folge)""";Unbekannt;Unbekannt
"Unbekannt";1979; """ Revue roumaine des sciences sociales""";Unbekannt;Unbekannt
"Peter Marburger";1979; """ Die Regeln der Technik im Recht""";3452185397;Unbekannt
"Hannsjoachim Wolfgang Koch";1978; """ Der deutsche Bürgerkrieg""";Unbekannt;Unbekannt
"Karl L Reinhold";1978; """ Über das Fundament des philosophischen Wissens (1791). Über die Möglichkeit der Philosophie als strenge Wissenschaft (1790)""";Unbekannt;Unbekannt
"Carl Dahlhaus";1978; """ Die Idee der absoluten Musik""";Unbekannt;Unbekannt
"Gesellschaft für Fränkische Geschichte";1978; """ Veröffentlichungen der Gesellschaft für Fränkische Geschichte""";386652708X;Unbekannt
"Unbekannt";1978; """ Japanese studies in the history of science""";Unbekannt;Unbekannt
"Unbekannt";1978; """ Ancient Society""";Unbekannt;Unbekannt
"Koch, Neff & Oetinger & Co.; Koehler & Volckmar";1978; """ Deutscher Literatur-Katalog""";Unbekannt;Unbekannt
"Koch, Neff & Oetinger & Co.; Koehler & Volckmar";1978; """ Barsortiment-Lagerkatalog""";Unbekannt;Unbekannt
"Otto Thomae";1978; """ Die Propaganda-Maschinerie""";Unbekannt;Unbekannt
"Helmut Balzert";1978; """ Informatik""";Unbekannt;Unbekannt
"Helmut Balzert";1978; """ Informatik""";Unbekannt;Unbekannt
"Michael Erbe";1978; """ Francois Bauduin""";Unbekannt;Unbekannt
"Deutsche Gesellschaft für Medizinische Dokumentation, Informatik und Statistik, Peter Deussen, Gesellschaft für Informatik";1978; """ Zertifikat Medizinischer Informatiker der Deutschen Gesellschaft für Medizinische Dokumentation, Informatik und Statistik e.V. (GMDS) und derGesellschaft für Informatik e.V. (GI)""";3794506715;Unbekannt
"Deutsche Gesellschaft für Geschichte der Medizin, Naturwissenschaft und Technik";1978; """ Deutsche Gesellschaft für Geschichte der Medizin, Naturwissenschaft und Technik""";3515027688;Unbekannt
"Erwin Bodenstedt";1978; """ Experimente der Kernphysik und ihre Deutung""";Unbekannt;Unbekannt
"Unbekannt";1978; """ Verbände und Gesellschaften der Wissenschaft""";Unbekannt;Unbekannt
"Gesellschaft für Fränkische Geschichte";1978; """ Veröffentlichungen der Gesellschaft für Fränkische Geschichte""";386652708X;Unbekannt
"Unbekannt";1978; """ Archives Internationales D'histoire Des Sciences""";Unbekannt;Unbekannt
"Heinz Tiessen";1978; """ Musik der Natur""";Unbekannt;Unbekannt
"Humboldt-Universität zu Berlin";1978; """ Wissenschaftliche Zeitschrift der Humboldt-Universität Berlin""";Unbekannt;Unbekannt
"Heinz Tiessen";1978; """ Musik der Natur""";Unbekannt;Unbekannt
"Unbekannt";1978; """ Jazz research""";Unbekannt;Unbekannt
"Gesellschaft für Fränkische Geschichte";1978; """ Veröffentlichungen der Gesellschaft für Fränkische Geschichte""";Unbekannt;Unbekannt
"Akademie der Wissenschaften der DDR., European Environmental Mutagen Society";1978; """ Abhandlungen Der Akademie Der Wissenschaften Der DDR""";Unbekannt;Unbekannt
"Carl Dahlhaus";1978; """ Die Idee der absoluten Musik""";Unbekannt;Unbekannt
"Horst Geschwinde";01.01.1978; """ Einführung in die PLL-Technik""";3528040777;Unbekannt
"Gesellschaft für Sport und Technik";1977; """ Erlebnis und Bewährung in der Gesellschaft für Sport und Technik""";Unbekannt;Unbekannt
"Lothar Scholz, Luitpold Uhlmann";1977; """ Technik-Indikatoren""";Unbekannt;Unbekannt
"Roman Sexl";1977; """ Weisse Zwerge - schwarze Löcher""";Unbekannt;Unbekannt
"Joachim Kaiser";1977; """ Erlebte Musik""";Unbekannt;Unbekannt
"Willy Hartner";1977; """ Prismata""";Unbekannt;Unbekannt
"Unbekannt";1977; """ Deutschsprachige Zeitschriften""";Unbekannt;Unbekannt
"Roman Sexl";1977; """ Weisse Zwerge - schwarze Löcher""";Unbekannt;Unbekannt
"Deutsche Bibliothek (Frankfurt am Main, Germany)";1977; """ Deutsche Bibliographie;""";Unbekannt;Unbekannt
"Commission of the European Communities. Directorate-General for Research, Science, and Education";1977; """ Inventory of Major Research Facilities in the European Community""";Unbekannt;Unbekannt
"Unbekannt";1977; """ Bulletin international de la science contemporaine""";Unbekannt;Unbekannt
"Unbekannt";1977; """ Acta Physica Academiae Scientiarum Hungaricae""";Unbekannt;Unbekannt
"Jean Piaget, Bärbel Inhelder";1977; """ Von der Logik des Kindes zur Logik des Heranwachsenden""";3530650072;Unbekannt
"Unbekannt";1977; """ Gmelin Handbook of Inorganic Chemistry""";Unbekannt;Unbekannt
"Jane Austen";1977; """ Stolz und Vorurteil""";3150098718;Unbekannt
"Institut für Höhere Studien und Wissenschaftliche Forschung (Vienna, Austria)";1977; """ Sozialwissenschaftliche Annalen des Instituts für Höhere Studien, Wien""";Unbekannt;Unbekannt
"Martin Glatfeld";01.01.1977; """ Mathematik Lernen""";3528083840;Unbekannt
"Gesellschaft für Sport und Technik";1977; """ Erlebnis und Bewährung in der Gesellschaft für Sport und Technik""";Unbekannt;Unbekannt
"Lothar Scholz, Luitpold Uhlmann";1977; """ Technik-Indikatoren""";Unbekannt;Unbekannt
"Novalis";1977; """ Schriften""";Unbekannt;Unbekannt
"Wieland Ziegenrücker";1977; """ ABC Musik""";Unbekannt;Unbekannt
"Edgar Hilsenrath";01.01.1977; """ Der Nazi & [i.e. und] der Friseur""";3880970580;Unbekannt
"Friedrich W. Hinkel";1977; """ The archaeological map of the Sudan: A guide to its use and explanation of its principals. v.2. The area of the South Libyan Desert""";Unbekannt;Unbekannt
"Unbekannt";1977; """ Bullettino dell'Istituto archeologico germanico, Sezione romana""";Unbekannt;Unbekannt
"Unbekannt";1976; """ Acta chimica""";Unbekannt;Unbekannt
"Lithuania";1976; """ Studien Zur Geschichte Osteuropas""";Unbekannt;Unbekannt
"Unbekannt";1976; """ Quellen und Forschungen zur Sprach- und Kulturgeschichte der germanischen Völker""";Unbekannt;Unbekannt
"Walther Ch Zimmerli";1976; """ Technik""";3796506216;Unbekannt
"Leopold Zunz";1976; """ Zeitschrift für die Wissenschaft des Judenthums [Judentums]""";Unbekannt;Unbekannt
"Stanislas Dockx, Académie internationale de philosophie des sciences";1976; """ Science Et Métaphysique""";Unbekannt;Unbekannt
"Georg-Agricola-Gesellschaft";1976; """ Naturwissenschaft, Technik und Wirtschaft im 19. Jahrhundert""";Unbekannt;Unbekannt
"Unbekannt";1976; """ Erziehung und Unterricht""";Unbekannt;Unbekannt
"Gerhard Kirschstein";1976; """ Eigenschaften der Kerne, Atome, Moleküle""";3540933174;Unbekannt
"Philip Merlan";1976; """ Kleine philosophische Schriften""";Unbekannt;Unbekannt
"Suomalainen Tiedeakatemia";1976; """ Sitzungsberichte der Finnischen Akademie der Wissenschaften""";Unbekannt;Unbekannt
"Josef Stoer";1976; """ Einführung in die numerische Mathematik I""";3540078312;Unbekannt
"Günther Bohring";1976; """ Technik im Kampf der Weltanschauungen""";Unbekannt;Unbekannt
